,Identifiant,ft_2_categ,EXPO,ft_4_categ,ft_5_categ,ft_6_categ,ft_7_categ,ft_8_categ,ft_9_categ,ft_10_categ,ft_11_categ,ft_12_categ,ft_13_categ,ft_14_categ,ft_15_categ,ft_16_categ,ft_17_categ,ft_18_categ,ft_19_categ,superficief,ft_21_categ,ft_22_categ,ft_23_categ,ft_24_categ,Insee
4237,7252,2012,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,3397.0,1,1980.0,0.0,   .,13047
4238,10204,2012,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,400.0,2,,0.0,   .,80021
4239,17693,2012,1,1,V,N,1,O,1,O,N,N,O,O,AUTRE,IDENTIQUE,V,base,2,523.0,2,1930.0,0.0,   3,67482
4240,15660,2015,1,0,V,N,1,O,1,O,N,N,O,O,AUTRE,IDENTIQUE,V,base,2,520.0,1,1920.0,0.3,   4,17306
4241,17194,2015,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,660.0,2,1950.0,0.6,   4,30189
4242,10825,2012,0,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,15.0,3,1988.0,0.0,   .,92025
4243,15652,2016,"0,663934426",0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,15580.0,3,1900.0,0.0,   5,64445
4244,11909,2014,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,2242.0,4,,0.0,   .,75115
4245,18015,2012,1,1,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,2,550.0,4,1930.0,0.0,   5,06012
4246,9479,2014,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,400.0,1,,0.0,   .,74010
4247,9266,2015,1,1,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,2,330.0,3,1930.0,0.0,   5,94080
4248,17248,2013,1,1,V,N,3,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,V,2,1300.0,3,2005.0,0.0,   3,94019
4249,15756,2012,1,0,V,N,1,O,1,O,N,O,O,N,AUTRE,IDENTIQUE,V,effpi,2,850.0,3,1930.0,0.0,   6,92036
4250,8505,2016,"0,743169399",0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1825.0,4,,0.0,   .,06029
4251,11036,2016,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,380.0,4,1960.0,0.0,   .,06088
4252,4990,2014,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,418.0,4,1960.0,0.0,   .,06083
4253,4673,2012,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,2289.0,1,1980.0,0.0,   .,74224
4254,2256,2013,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,420.0,2,1960.0,0.0,   .,34172
4255,16990,2014,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,750.0,1,1993.0,0.0,   3,35288
4256,16011,2016,"0,99726776",0,V,N,2,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,4377.0,3,2000.0,0.3,   9,38185
4257,3477,2016,"0,114754098",0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,eff,1,840.0,4,1895.0,0.6,   7,75119
4258,16763,2012,1,1,V,N,1,O,1,O,N,N,O,O,AUTRE,IDENTIQUE,V,base,2,788.0,4,1920.0,0.0,   7,75112
4259,1627,2013,"0,246575342",0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,490.0,2,1988.0,0.0,   .,38158
4260,17272,2014,1,1,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,1011.0,4,1990.0,0.0,   3,06104
4261,13369,2016,"0,99726776",0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,600.0,4,1960.0,0.0,   .,06012
4262,11433,2012,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,980.0,2,1988.0,0.0,   .,83069
4263,15887,2016,"0,967213115",0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,2,5235.0,2,2006.0,0.0,   3,68256
4264,6670,2013,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,1,414.0,3,,0.0,   .,93006
4265,19966,2016,"0,024590164",1,V,N,2,O,1,O,N,O,N,N,AUTRE,IDENTIQUE,V,effpi,2,3300.0,4,1957.0,0.6,   2,06029
4266,10241,2014,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,930.0,2,,0.0,   .,67256
4267,14488,2015,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,4952.0,1,1988.0,0.0,   .,01160
4268,13715,2013,"0,084931507",0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,460.0,4,1960.0,0.0,   .,06012
4269,5266,2016,"0,99726776",0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1200.0,1,1988.0,0.0,   .,19031
4270,10016,2014,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1040.0,1,1960.0,0.0,   .,13056
4271,10674,2014,"0,120547945",0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,450.0,2,,0.0,   .,70550
4272,9313,2012,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,320.0,3,,0.0,   .,93070
4273,503,2014,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,591.0,2,1960.0,0.0,   .,21231
4274,18565,2014,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,400.0,1,1975.0,0.3,   3,13022
4275,13912,2014,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,400.0,2,1960.0,0.0,   .,13205
4276,6986,2015,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1332.0,1,1988.0,0.0,   .,73065
4277,14355,2015,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,970.0,3,1960.0,0.0,   .,94068
4278,3000,2015,0,0,V,V,V,V,V,V,V,V,V,V,V,V,V,base,2,188.0,3,,0.0,   .,33063
4279,209,2012,1,0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,pi,1,1900.0,3,1950.0,0.0,   5,92071
4280,6198,2012,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1255.0,3,1980.0,0.0,   .,54395
4281,5262,2012,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,3000.0,1,1988.0,0.0,   .,73065
4282,16426,2016,"0,99726776",0,V,N,2,O,1,O,N,O,O,N,AUTRE,IDENTIQUE,V,base,2,11900.0,2,1970.0,0.0,>=10,69202
4283,8596,2012,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,400.0,4,,0.0,   .,06088
4284,12626,2014,"0,41369863",0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,600.0,2,1960.0,0.0,   .,21231
4285,15475,2014,1,0,V,N,3,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,pi,2,5331.0,1,2001.0,0.0,   8,73179
4286,13667,2013,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,5350.0,4,2007.0,0.0,   7,06032
4287,16173,2016,1,1,V,N,2,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,4750.0,2,1980.0,0.3,   6,59183
4288,3349,2013,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,677.0,2,1960.0,0.0,   .,67948
4289,15662,2013,1,1,V,N,2,O,1,O,N,O,O,N,AUTRE,IDENTIQUE,V,base,2,420.0,3,1968.0,0.6,   5,92025
4290,10418,2016,"0,99726776",0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1600.0,2,1980.0,0.0,   .,80016
4291,7133,2014,1,1,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,effpi,1,743.0,2,1890.0,0.0,   6,13206
4292,6071,2013,"0,917808219",1,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1200.0,3,1980.0,0.0,   .,33063
4293,18387,2013,1,0,V,N,2,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,pi,2,2220.0,1,2012.0,0.0,   4,74012
4294,6321,2015,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1300.0,2,1960.0,0.0,   .,13205
4295,16138,2012,1,1,V,N,1,O,1,O,N,N,N,O,AUTRE,IDENTIQUE,V,base,2,800.0,3,1900.0,0.0,   5,59350
4296,3708,2013,"0,898630137",0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,350.0,2,1960.0,0.0,   .,13202
4297,14769,2012,"0,833333333",1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,12448.0,2,1988.0,0.0,   .,31187
4298,15028,2013,1,1,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,pi,2,1805.0,2,2007.0,0.0,   4,66020
4299,4958,2013,"0,084931507",1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1135.0,3,,0.0,   .,92044
4300,13039,2014,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,635.0,1,1960.0,0.0,   .,73248
4301,1832,2014,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,850.0,2,,0.0,   .,31555
4302,10239,2015,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,pi,1,400.0,2,2000.0,0.6,   4,66136
4303,6368,2015,"0,41369863",0,V,N,V,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,effpi,2,690.0,3,1900.0,0.0,   3,64483
4304,18257,2013,1,1,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,2,750.0,3,1950.0,0.0,   5,92012
4305,18232,2016,"0,99726776",0,V,N,2,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,effpi,2,2000.0,3,1960.0,0.3,   6,94044
4306,16996,2013,1,1,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,1540.0,2,1993.0,0.3,   3,77294
4307,8463,2013,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,250.0,4,,0.0,   .,06159
4308,3661,2014,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,1600.0,1,1995.0,0.0,   2,44131
4309,2821,2013,"0,832876712",0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,240.0,2,1960.0,0.0,   .,13206
4310,13289,2013,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1125.0,2,1980.0,0.0,   .,26362
4311,11130,2014,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,7692.0,2,1980.0,0.0,   .,34902
4312,9212,2016,"0,99726776",1,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1900.0,2,1960.0,0.0,   .,13201
4313,1846,2012,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,850.0,3,1960.0,0.0,   .,54395
4314,6242,2012,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,pi,2,425.0,1,1980.0,0.6,   3,05061
4315,742,2016,"0,99726776",0,V,N,2,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,1253.0,2,1985.0,0.0,   2,31555
4316,4593,2013,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,380.0,1,1980.0,0.0,   .,91521
4317,9785,2015,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,effpi,2,2520.0,2,1960.0,0.0,   4,13001
4318,9547,2013,1,0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,2,350.0,2,1970.0,0.0,   3,13206
4319,10115,2013,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,2880.0,2,,0.0,   .,83062
4320,2327,2013,1,0,V,N,2,O,1,O,N,O,O,N,AUTRE,IDENTIQUE,V,pi,2,9125.0,1,1980.0,0.0,   7,35288
4321,9194,2013,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1540.0,2,,0.0,   .,13204
4322,10553,2012,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,620.0,2,1960.0,0.0,   .,69384
4323,16128,2013,1,1,V,N,1,O,1,O,N,O,O,O,AUTRE,IDENTIQUE,V,pi,2,2635.0,3,1930.0,0.0,   7,92075
4324,9203,2013,"0,084931507",1,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,pi,2,410.0,3,1960.0,0.0,   6,33063
4325,10675,2014,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,603.0,1,1988.0,0.0,   .,74258
4326,13928,2013,"0,161643836",0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,2100.0,2,1960.0,0.0,   .,34172
4327,14245,2012,"0,330601093",0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,200.0,1,1980.0,0.0,   .,21485
4328,7379,2015,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,17.0,2,1980.0,0.0,   .,95424
4329,13170,2015,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,2000.0,1,1980.0,0.0,   .,73920
4330,9619,2013,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,effpi,1,1100.0,1,1976.0,0.3,   5,74278
4331,6700,2013,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,250.0,2,1960.0,0.0,   .,13206
4332,13437,2012,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1460.0,3,,0.0,   .,92004
4333,19142,2013,"0,964383562",1,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,1,1200.0,3,1990.0,0.6,   5,33063
4334,10537,2013,1,0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,2,1015.0,2,1978.0,0.0,   4,64024
4335,8764,2016,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,150.0,4,1900.0,0.0,   2,06083
4336,449,2012,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1945.0,1,1988.0,0.0,   .,86194
4337,9378,2014,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,441.0,2,2003.0,0.0,   2,78423
4338,241,2014,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1870.0,2,1980.0,0.0,   .,14118
4339,13509,2015,1,0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,2,2850.0,2,1955.0,0.0,   5,31555
4340,17081,2012,1,0,V,N,1,O,1,N,N,N,N,N,AUTRE,IDENTIQUE,V,pi,2,2145.0,1,2010.0,0.0,   2,17218
4341,16159,2014,"0,328767123",1,V,N,3,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,effpi,2,6671.0,3,1990.0,0.0,   4,93070
4342,9605,2014,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1800.0,2,1960.0,0.0,   .,13204
4343,61,2015,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,1,410.0,1,1900.0,0.0,   4,35093
4344,12141,2012,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,2082.0,1,1980.0,0.0,   .,21054
4345,15813,2012,1,0,V,N,2,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,3000.0,3,1960.0,0.3,   4,2A004
4346,8514,2013,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1700.0,4,,0.0,   .,06029
4347,16822,2013,0,1,V,N,2,O,1,O,N,O,N,N,AUTRE,IDENTIQUE,V,base,2,2275.0,4,1980.0,0.0,   8,75115
4348,6152,2012,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,390.0,1,1980.0,0.0,   .,36044
4349,10121,2013,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,250.0,2,,0.0,   .,13202
4350,11325,2012,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,2535.0,4,1960.0,0.0,   .,75115
4351,3626,2014,"0,657534247",0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,350.0,2,1960.0,0.0,   .,13205
4352,10064,2012,1,0,V,N,3,O,1,O,N,O,O,N,AUTRE,IDENTIQUE,V,V,2,8855.0,4,1973.0,0.0,   9,06069
4353,10733,2015,"0,871232877",0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,180.0,3,1960.0,0.0,   .,59350
4354,19600,2015,1,0,V,N,2,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,5325.0,2,2006.0,0.6,   6,34172
4355,708,2013,1,1,V,V,V,V,V,V,V,V,V,V,V,V,V,base,2,770.0,4,,0.0,   .,06088
4356,2547,2014,0,1,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,400.0,4,,0.0,   .,06088
4357,6085,2016,"0,99726776",0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,317.0,4,1980.0,0.0,   .,06083
4358,1500,2013,1,0,V,N,2,O,1,O,N,O,O,N,AUTRE,IDENTIQUE,V,effpi,2,2280.0,2,1970.0,0.0,   9,13207
4359,3143,2012,1,0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,pi,1,750.0,1,1964.0,0.3,   3,74133
4360,1645,2012,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,2800.0,2,1970.0,0.3,   5,62201
4361,5775,2014,1,0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,2,2188.0,2,1974.0,0.0,   5,83069
4362,5336,2013,1,0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,2,1427.0,1,2001.0,0.0,   3,21054
4363,10855,2014,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,600.0,3,,0.0,   .,92048
4364,14239,2012,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1717.0,4,1960.0,0.0,   .,75113
4365,282,2012,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,816.0,2,1980.0,0.0,   .,14118
4366,15293,2012,1,0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,2,3300.0,1,2001.0,1.5,   3,74224
4367,15055,2014,1,1,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,1780.0,1,1970.0,0.3,   4,13100
4368,13760,2012,1,0,V,N,2,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,pi,2,630.0,2,1970.0,0.0,   3,76259
4369,16106,2014,1,1,V,N,1,O,1,O,N,N,O,O,AUTRE,IDENTIQUE,V,effpi,2,891.0,4,1950.0,0.0,   2,75120
4370,7477,2015,1,0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,pi,2,1300.0,1,1800.0,0.0,   3,58194
4371,6229,2015,1,0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,1,760.0,2,1600.0,0.0,   4,34032
4372,9869,2013,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,2780.0,2,1988.0,0.0,   .,66171
4373,10517,2015,1,1,V,N,3,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,2000.0,1,2003.0,0.6,   6,13021
4374,14113,2013,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,600.0,2,1988.0,0.0,   .,34003
4375,4806,2016,"0,912568306",0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,173.0,2,1980.0,0.0,   .,21231
4376,19574,2014,"0,252054795",0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,pi,2,2280.0,1,1985.0,0.6,   4,84137
4377,6508,2014,"0,915068493",0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,3100.0,2,1980.0,0.0,   .,13204
4378,19828,2016,"0,99726776",0,V,N,2,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,2,7291.0,4,1900.0,0.6,   8,06088
4379,6387,2012,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,2180.0,1,1960.0,0.0,   .,54184
4380,1269,2012,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,185.0,2,1980.0,0.0,   .,14118
4381,17552,2013,1,1,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,effpi,2,934.0,2,1980.0,0.0,   4,78442
4382,10590,2016,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,300.0,2,1988.0,0.0,   .,63113
4383,2417,2012,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,470.0,1,1960.0,0.0,   .,05061
4384,16530,2012,1,1,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,effpi,2,2566.0,1,2010.0,0.0,   3,44190
4385,4783,2015,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,7988.0,1,1980.0,0.0,   .,63124
4386,13906,2014,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1176.0,3,1960.0,0.0,   .,94067
4387,9564,2012,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,2323.0,1,1980.0,0.0,   .,42147
4388,17113,2013,"0,246575342",1,V,N,2,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,2,1034.0,1,1970.0,0.0,   2,91692
4389,13222,2016,"0,99726776",0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,2,220.0,2,1950.0,0.6,   3,13206
4390,5215,2013,"0,887671233",0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,910.0,3,1960.0,0.0,   .,54395
4391,1606,2012,1,1,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,790.0,3,1960.0,0.0,   .,83137
4392,5797,2014,1,0,V,N,1,N,1,O,N,O,O,N,AUTRE,IDENTIQUE,V,pi,2,350.0,1,1960.0,0.0,   3,74173
4393,11632,2015,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,540.0,2,,0.0,   .,90008
4394,17958,2013,0,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,350.0,4,1900.0,0.0,   4,06088
4395,7887,2013,0,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,170.0,2,1988.0,0.0,   .,83070
4396,8210,2013,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,3178.0,3,,0.0,   .,2B033
4397,2326,2012,0,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,571.0,1,,0.0,   .,35288
4398,3480,2013,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,706.0,1,1980.0,0.0,   .,07324
4399,13618,2012,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,2000.0,2,1988.0,0.0,   .,63113
4400,11455,2012,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,402.0,4,,0.0,   .,75115
4401,9682,2012,1,0,V,N,2,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,effpi,2,2500.0,2,1970.0,0.0,   5,13214
4402,17452,2012,1,0,V,N,1,O,1,O,N,N,O,O,AUTRE,IDENTIQUE,V,base,1,100.0,2,1930.0,0.6,   4,62193
4403,1718,2015,1,1,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,880.0,4,,0.0,   .,75110
4404,9493,2012,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,462.0,2,,0.0,   .,57672
4405,1780,2016,1,1,V,N,1,O,1,O,N,O,O,O,AUTRE,IDENTIQUE,V,pi,2,250.0,4,1960.0,0.0,   2,75113
4406,11496,2014,1,0,V,N,2,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,effpi,2,1850.0,2,1972.0,0.0,   5,76259
4407,11397,2013,"0,41369863",0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,160.0,2,1960.0,0.0,   .,13206
4408,14939,2013,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,320.0,2,1960.0,0.3,   3,13204
4409,2413,2013,"0,917808219",0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,743.0,1,1960.0,0.0,   .,13005
4410,18564,2014,"0,161643836",0,V,N,3,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,8150.0,2,1990.0,0.3,   6,83050
4411,15640,2014,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,568.0,1,1972.0,0.0,   4,73011
4412,2380,2014,1,0,V,N,1,O,1,O,O,N,N,N,AUTRE,IDENTIQUE,V,effpi,2,600.0,2,1988.0,0.0,   2,83119
4413,15363,2015,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,pi,2,300.0,3,1900.0,0.0,   2,92040
4414,16427,2013,1,1,V,N,2,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,2,5346.0,1,2005.0,0.0,   5,59183
4415,11665,2014,"0,747945205",0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1783.0,1,1960.0,0.0,   .,54318
4416,16118,2012,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,effpi,2,1215.0,2,1970.0,0.0,   6,13206
4417,13560,2013,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,896.0,4,1960.0,0.0,   .,75103
4418,19410,2014,"0,753424658",0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,2,325.0,2,1930.0,0.6,   4,13205
4419,12293,2014,"0,161643836",1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1300.0,3,1988.0,0.0,   .,64483
4420,599,2013,1,1,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,400.0,3,1960.0,0.0,   .,94033
4421,5528,2014,1,0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,2,3757.0,4,1960.0,0.0,   4,06083
4422,1452,2013,1,0,V,V,V,V,V,V,V,V,V,V,V,V,V,V,2,,2,1960.0,V,   .,
4423,8196,2015,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,410.0,3,,0.0,   .,2B037
4424,13488,2012,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,7460.0,4,1980.0,0.0,   .,06104
4425,12186,2012,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,2980.0,2,1988.0,0.0,   .,31555
4426,13256,2012,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,322.0,2,1980.0,0.0,   .,83118
4427,17597,2016,"0,99726776",0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,pi,2,350.0,2,1930.0,0.3,   3,77372
4428,16456,2012,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,pi,1,250.0,1,1980.0,0.0,   4,74266
4429,18855,2013,1,0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,effpi,2,1030.0,1,1961.0,0.0,   1,10333
4430,2850,2016,0,0,V,V,V,V,V,V,V,V,V,V,V,V,V,base,2,2310.0,2,,0.0,   .,26347
4431,16350,2015,1,0,V,N,1,O,1,O,N,O,O,N,AUTRE,IDENTIQUE,V,pi,2,550.0,3,1800.0,0.0,   4,54395
4432,6871,2014,"0,495890411",0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1740.0,2,1980.0,0.0,   .,70285
